district,type,lng,lat,trading_area,school_num,similar_shops_num,human_traffic,subway_num,bus_station_num,residence_num,office_building_num,school_num_rank,similar_shops_num_rank,human_traffic_rank,subway_num_rank,bus_station_num_rank,residence_num_rank,office_building_num_rank,total_score
普陀区,4-优质商圈,121.37241546940855,31.281261754229334,桃浦,120,15,4455,24,116,143,135,41.0,227.0,91.5,222.0,215.5,202.5,142.5,1142.0
普陀区,4-优质商圈,121.38954199758119,31.25081605949484,梅川路,24,61,10890,73,272,142,135,200.5,151.0,33.0,179.0,84.0,209.0,142.5,999.0
普陀区,4-优质商圈,121.41010566549994,31.27354438556553,万里城,25,29,4216,53,246,147,129,198.5,207.0,111.0,203.0,110.5,110.5,188.5,1129.0
普陀区,4-优质商圈,121.44485758208806,31.2693443442375,宜川路,48,50,4216,99,280,148,145,154.5,166.5,111.0,138.5,39.0,71.5,8.0,689.0
普陀区,4-优质商圈,121.40756257319822,31.25553930130498,真如,51,80,4216,82,268,146,126,149.5,63.0,111.0,160.0,89.0,151.0,195.5,919.0
普陀区,4-优质商圈,121.38972629276739,31.25832178903618,真光新村,20,62,4455,56,252,147,126,208.0,150.0,91.5,199.0,104.0,110.5,195.5,1058.5
普陀区,4-优质商圈,121.42371389249382,31.247303037586715,武宁路,54,80,9440,113,280,149,139,145.0,63.0,45.5,119.5,39.0,38.5,83.5,534.0
普陀区,4-优质商圈,121.40679653844398,31.236858929572847,长风公园,56,80,13488,123,280,146,140,141.5,63.0,17.0,110.0,39.0,151.0,68.5,590.0
普陀区,4-优质商圈,121.39306351897261,31.250516760145363,长征,27,76,15089,88,272,142,136,193.5,132.5,12.0,153.0,84.0,209.0,130.0,914.0
普陀区,1-待定商圈,121.43739591289568,31.258149696269722,光新,58,80,4216,132,280,148,138,138.0,63.0,111.0,97.5,39.0,71.5,100.0,620.0
普陀区,3-普通商圈（58/赶集）,121.39541081900312,31.239559649584457,金沙江路,29,77,13488,80,267,148,144,190.0,129.5,17.0,165.5,90.0,71.5,15.5,679.0
普陀区,4-优质商圈,121.43214162270854,31.256959632689675,石泉路,59,80,4216,116,280,148,136,136.5,63.0,111.0,117.5,39.0,71.5,130.0,668.5
普陀区,3-普通商圈（58/赶集）,121.44936325257316,31.258897540000802,中远两湾城,57,77,1917,140,280,144,133,139.5,129.5,175.0,47.5,39.0,192.5,163.5,886.5
普陀区,2-普通商圈,121.45186292986445,31.247955917759555,玉佛寺,65,80,1782,140,280,145,136,123.0,63.0,191.0,47.5,39.0,178.0,130.0,771.5
徐汇区,3-普通商圈（58/赶集）,121.40948630104114,31.264784631799223,康建,31,41,4216,67,265,147,126,184.0,186.0,111.0,183.5,92.5,110.5,195.5,1063.0
松江区,4-优质商圈,121.20157152694235,31.104778487113695,佘山,120,80,6458,140,103,143,18,41.0,63.0,63.0,47.5,220.0,202.5,228.5,865.5
松江区,4-优质商圈,121.21800632118601,31.054414303430633,松江大学城,31,28,3535,13,147,148,84,184.0,209.0,127.0,238.0,200.0,71.5,206.5,1236.0
松江区,4-优质商圈,121.28225295616146,31.119508268548252,泗泾,120,17,7587,13,141,139,76,41.0,220.0,59.0,238.0,202.0,221.5,210.0,1191.5
松江区,4-优质商圈,121.32268556217133,31.070595648311283,新桥,120,14,8525,140,118,137,35,41.0,230.0,55.0,47.5,213.0,227.5,223.5,1037.5
松江区,4-优质商圈,121.2282324474591,31.040064411209798,松江新城,29,36,2706,18,206,146,134,190.0,191.0,140.0,229.5,154.0,151.0,153.5,1209.0
松江区,3-普通商圈（58/赶集）,121.2737560520136,31.089699851862374,洞泾,120,16,6259,140,116,144,55,41.0,223.5,66.0,47.5,215.5,192.5,217.0,1003.0
松江区,3-普通商圈（58/赶集）,121.22520991577656,31.041237767274083,方松,33,35,2706,18,201,147,134,181.5,193.0,140.0,229.5,159.0,110.5,153.5,1167.0
松江区,3-普通商圈（58/赶集）,121.21695406467964,31.011508988960298,永丰,20,67,2706,17,261,150,96,208.0,138.5,140.0,232.0,97.5,11.5,203.0,1030.5
松江区,3-普通商圈（58/赶集）,121.26795366846396,31.02565500104045,松江工业区,120,14,4009,140,125,146,125,41.0,230.0,117.0,47.5,210.0,151.0,198.0,994.5
白下区,4-优质商圈,118.79330676381011,32.043584668242424,淮海路,120,80,2903,135,262,146,140,41.0,63.0,137.0,96.0,96.0,151.0,68.5,652.5
龙华区,3-普通商圈（58/赶集）,110.36398516003868,20.004131921784793,中山,20,77,141,0,163,137,132,208.0,129.5,237.0,242.5,185.5,227.5,171.0,1401.0
卢湾区,4-优质商圈,121.47291411605751,31.216424616955862,瑞金宾馆区,100,80,6063,140,280,147,136,87.0,63.0,70.0,47.5,39.0,110.5,130.0,547.0
卢湾区,4-优质商圈,121.48042827605008,31.224615113713853,新天地,67,80,6063,140,280,150,138,120.0,63.0,70.0,47.5,39.0,11.5,100.0,451.0
西乡塘区,1-待定商圈,108.28713141056988,22.844485208752968,鲁班路,80,80,1621,53,168,149,129,103.0,63.0,192.0,203.0,182.0,38.5,188.5,970.0
卢湾区,1-待定商圈,121.47057229825555,31.22020110956197,复兴中路,80,80,6063,140,280,148,137,103.0,63.0,70.0,47.5,39.0,71.5,115.0,509.0
卢湾区,2-普通商圈,121.48268312710282,31.2286953545042,淮海公园,59,80,6063,140,280,148,138,136.5,63.0,70.0,47.5,39.0,71.5,100.0,527.5
卢湾区,4-优质商圈,121.47548042948534,31.22384801059048,复兴公园,63,80,6063,140,280,141,138,127.5,63.0,70.0,47.5,39.0,215.0,100.0,662.0
卢湾区,1-待定商圈,121.491408844715,31.209810233965342,九院,46,80,6063,108,280,147,135,160.0,63.0,70.0,124.0,39.0,110.5,142.5,709.0
卢湾区,1-待定商圈,121.4676843726811,31.224869948510495,茂名南路,80,80,6063,140,280,149,138,103.0,63.0,70.0,47.5,39.0,38.5,100.0,461.0
卢湾区,1-待定商圈,121.4660456596742,31.221976212455672,陕西南路,80,80,6372,140,280,147,139,103.0,63.0,64.5,47.5,39.0,110.5,83.5,511.0
卢湾区,2-普通商圈,121.47327717409979,31.218024496647033,瑞金医院,69,80,6562,140,280,148,139,119.0,63.0,62.0,47.5,39.0,71.5,83.5,485.5
卢湾区,4-优质商圈,121.48537340529339,31.207331567593283,五里桥,53,80,6372,129,280,149,138,146.5,63.0,64.5,102.0,39.0,38.5,100.0,553.5
卢湾区,1-待定商圈,121.4905867438191,31.211614704921274,制造局路,43,80,5467,126,280,146,138,168.0,63.0,80.0,106.5,39.0,151.0,100.0,707.5
双流县,1-待定商圈,103.8375542645704,30.582851796097504,金桥,120,80,2639,140,44,16,2,41.0,63.0,142.0,47.5,237.5,241.0,240.5,1012.5
浦东新区,4-优质商圈,121.70280987933484,31.19995380257467,川沙,120,64,7153,26,170,144,64,41.0,146.0,61.0,221.0,179.5,192.5,214.0,1055.0
拱墅区,1-待定商圈,120.15557960818394,30.364477136062085,康桥,120,10,2021,140,77,147,67,41.0,241.5,168.0,47.5,228.0,110.5,213.0,1049.5
浦东新区,4-优质商圈,121.57992031782136,31.255900610590736,金杨新村,14,27,10868,62,247,150,136,226.0,210.5,34.0,189.0,109.0,11.5,130.0,910.0
浦东新区,4-优质商圈,121.51463419226896,31.154581801115796,三林,16,31,5588,71,230,147,127,219.5,201.5,77.5,181.5,124.5,110.5,193.0,1108.0
浦东新区,4-优质商圈,121.51300280600132,31.241975714755444,陆家嘴,43,80,3110,140,280,147,134,168.0,63.0,134.0,47.5,39.0,110.5,153.5,715.5
浦东新区,1-待定商圈,121.49465415456874,31.191556151066454,世博园区,30,64,11063,120,276,150,134,187.0,146.0,30.5,111.5,79.5,11.5,153.5,719.5
浦东新区,4-优质商圈,121.51170898685415,31.180546216235754,上南地区,14,39,11063,99,242,149,133,226.0,188.0,30.5,138.5,114.5,38.5,163.5,899.5
浦东新区,4-优质商圈,121.55769143660831,31.216025381005434,世纪公园,18,33,4036,89,209,145,134,212.5,197.5,116.0,152.0,149.0,178.0,153.5,1158.5
浦东新区,4-优质商圈,121.59565847306641,31.343380776472696,外高桥,120,22,4280,17,128,145,139,41.0,215.5,106.0,232.0,208.0,178.0,83.5,1064.0
浦东新区,4-优质商圈,121.54461380508054,31.243423149195053,源深体育中心,34,42,3733,102,277,149,141,179.5,184.5,125.0,135.5,78.0,38.5,55.0,796.0
浦东新区,4-优质商圈,121.52762279537092,31.214854251966,塘桥,44,80,3110,111,280,149,141,165.5,63.0,134.0,122.0,39.0,38.5,55.0,617.0
浦东新区,4-优质商圈,121.58370057809195,31.12142086027672,周浦,13,55,3072,23,179,147,77,231.5,158.0,136.0,223.5,174.0,110.5,209.0,1242.5
浦东新区,4-优质商圈,121.6088340982934,31.208581644375354,张江,17,18,2118,36,165,147,138,215.5,217.5,158.0,211.5,184.0,110.5,100.0,1197.0
浦东新区,1-待定商圈,121.59094450731823,31.245701991574006,碧云社区,11,25,2036,52,215,145,142,239.5,212.0,161.0,206.0,139.5,178.0,42.5,1178.5
浦东新区,1-待定商圈,121.67114434202007,31.28467533952117,曹路,120,17,1970,21,84,130,35,41.0,220.0,172.0,226.5,225.0,232.0,223.5,1340.0
浦东新区,3-普通商圈（58/赶集）,121.56492376712124,31.188152727035774,北蔡,16,15,3176,71,150,148,132,219.5,227.0,131.0,181.5,197.5,71.5,171.0,1199.0
浦东新区,1-待定商圈,121.53091611900017,31.225871860138675,东方路,41,80,3110,113,241,150,140,175.5,63.0,134.0,119.5,116.5,11.5,68.5,688.5
浦东新区,3-普通商圈（58/赶集）,121.52062452580084,31.165269177371435,东明路,13,33,5588,98,204,147,136,231.5,197.5,77.5,141.5,157.0,110.5,130.0,1045.5
浦东新区,3-普通商圈（58/赶集）,121.61407039720451,31.300414630513004,高行,120,16,2340,33,141,149,129,41.0,223.5,153.0,213.0,202.0,38.5,188.5,1059.5
浦东新区,3-普通商圈（58/赶集）,121.60207856546907,31.035870014548784,航头,120,15,1517,140,76,133,13,41.0,227.0,195.0,47.5,229.0,230.0,233.0,1202.5
浦东新区,3-普通商圈（58/赶集）,121.55716087818034,31.21206500946129,花木,17,32,2036,76,168,142,134,215.5,199.5,161.0,173.0,182.0,209.0,153.5,1293.5
浦东新区,1-待定商圈,121.56442556300898,31.23257580078662,联洋,16,30,2036,74,176,148,139,219.5,204.0,161.0,177.0,178.0,71.5,83.5,1094.5
浦东新区,1-待定商圈,121.92535984976462,30.899438569263136,临港新城,120,80,201,15,80,146,43,41.0,63.0,233.0,235.0,226.0,151.0,221.0,1170.0
浦东新区,1-待定商圈,121.51978601816677,31.20093820980183,临沂路,26,65,2527,80,218,146,134,196.0,144.0,146.0,165.5,136.0,151.0,153.5,1092.0
浦东新区,3-普通商圈（58/赶集）,121.7652373349631,31.0525660148252,惠南,23,40,1791,140,198,146,68,202.0,187.0,190.0,47.5,164.0,151.0,212.0,1153.5
浦东新区,3-普通商圈（58/赶集）,121.52796420605824,31.188333342169276,六里,15,55,3457,75,225,146,133,222.0,158.0,128.5,175.5,128.5,151.0,163.5,1127.0
浦东新区,3-普通商圈（58/赶集）,121.51829689188409,31.19582897793087,南码头,22,63,4217,95,212,145,134,203.0,148.5,107.0,146.5,146.0,178.0,153.5,1082.5
浦东新区,1-待定商圈,121.56343842442645,31.208702973318484,龙阳路地铁,13,29,1614,60,160,143,135,231.5,207.0,193.0,192.5,189.5,202.5,142.5,1358.5
浦东新区,3-普通商圈（58/赶集）,121.83278721072809,30.906104388434787,泥城,120,10,1201,140,73,122,11,41.0,241.5,205.0,47.5,231.0,235.0,234.0,1235.0
玄武区,4-优质商圈,118.8083098751668,32.05070955429641,梅园,120,80,2015,107,139,148,147,41.0,63.0,169.0,128.0,204.0,71.5,2.5,679.0
浦东新区,1-待定商圈,121.85606891038131,30.87321752335013,芦潮港,120,80,155,140,50,132,14,41.0,63.0,236.0,47.5,236.0,231.0,232.0,1086.5
浦东新区,3-普通商圈（58/赶集）,121.49706342848577,31.1776849471248,上钢新村,12,36,9447,98,198,150,137,235.0,191.0,43.5,141.5,164.0,11.5,115.0,901.5
浦东新区,1-待定商圈,121.6647713008735,31.220001459472584,唐镇,120,80,243,14,138,146,143,41.0,63.0,231.0,236.0,205.0,151.0,29.0,956.0
浦东新区,1-待定商圈,121.53014088939335,31.230266701843888,潍坊,42,80,2527,119,252,149,141,171.5,63.0,146.0,113.5,104.0,38.5,55.0,691.5
大邑县,1-待定商圈,103.43337823750547,30.53834834729021,新场,120,80,661,140,20,14,0,41.0,63.0,221.0,47.5,243.0,242.0,243.0,1100.5
浦东新区,1-待定商圈,121.50981377352923,31.164388230536062,杨东,14,50,9447,104,215,147,136,226.0,166.5,43.5,134.0,139.5,110.5,130.0,950.0
浦东新区,3-普通商圈（58/赶集）,121.55426453133383,31.244932157919656,洋泾,27,34,3148,66,219,148,135,193.5,195.0,132.0,185.5,134.5,71.5,142.5,1054.5
浦东新区,1-待定商圈,121.5061035123187,31.24273392192252,正大广场,45,80,2527,128,280,143,132,163.0,63.0,146.0,103.5,39.0,202.5,171.0,888.0
浦东新区,3-普通商圈（58/赶集）,121.51008554077602,31.183783987907514,七浦路,17,59,3457,108,199,147,138,215.5,153.0,128.5,124.0,161.5,110.5,100.0,993.0
浦东新区,3-普通商圈（58/赶集）,121.76616804142135,31.116923092458862,祝桥,120,10,779,140,71,146,24,41.0,241.5,219.0,47.5,232.0,151.0,226.0,1158.0
浦东新区,1-待定商圈,121.55874452113036,31.25976813917425,杨浦大桥,26,30,426,67,208,149,137,196.0,204.0,225.0,183.5,151.0,38.5,115.0,1113.0
杨浦区,2-普通商圈,121.51847248635603,31.245330465361388,东外滩,41,80,2633,116,280,147,136,175.5,63.0,143.0,117.5,39.0,110.5,130.0,778.5
西城区,4-优质商圈,116.35716536539523,39.94710251670445,动物园,120,63,21810,105,161,144,135,41.0,148.5,2.0,133.0,187.0,192.5,142.5,846.5
长宁区,4-优质商圈,121.4056829339784,31.205612475813236,古北,100,80,18762,97,209,141,139,87.0,63.0,4.0,143.5,149.0,215.0,83.5,745.0
长宁区,4-优质商圈,121.3697003332174,31.199321250271346,虹桥机场,26,34,19949,57,160,148,136,196.0,195.0,3.0,198.0,189.5,71.5,130.0,983.0
长宁区,4-优质商圈,121.43156105852111,31.211794433261975,上海影城,120,80,9267,140,280,149,143,41.0,63.0,50.0,47.5,39.0,38.5,29.0,308.0
沙河口区,3-普通商圈（58/赶集）,121.60617220929177,38.91912253395041,中山公园,31,80,595,80,178,147,131,184.0,63.0,222.0,165.5,175.0,110.5,177.0,1097.0
长宁区,4-优质商圈,121.3985179952638,31.2126901349816,仙霞新村,60,80,8667,99,205,147,147,133.0,63.0,54.0,138.5,155.5,110.5,2.5,657.0
长宁区,4-优质商圈,121.40533309815004,31.217846499565226,天山路,80,80,12828,124,214,146,146,103.0,63.0,24.0,109.0,143.0,151.0,5.5,598.5
长宁区,3-普通商圈（58/赶集）,121.38023122576998,31.193893895812735,程家桥,39,80,16966,60,200,150,132,178.0,63.0,8.0,192.5,160.0,11.5,171.0,784.0
长宁区,3-普通商圈（58/赶集）,121.43947211057973,31.225076731826505,江苏路地铁,120,80,9267,140,280,150,140,41.0,63.0,50.0,47.5,39.0,11.5,68.5,320.5
长宁区,1-待定商圈,121.41013782238032,31.21658696955981,娄山关路,100,80,9267,126,225,147,145,87.0,63.0,50.0,106.5,128.5,110.5,8.0,553.5
长宁区,3-普通商圈（58/赶集）,121.4439205994722,31.22591905482419,镇宁路,120,80,9372,140,280,143,140,41.0,63.0,47.0,47.5,39.0,202.5,68.5,508.5
南明区,1-待定商圈,106.71400892377366,26.568975380467872,遵义路,30,80,1358,39,212,138,143,187.0,63.0,199.5,209.5,146.0,224.5,29.0,1058.5
南明区,1-待定商圈,106.72405851331678,26.572807514810236,新华路,21,80,1358,32,194,140,141,205.0,63.0,199.5,214.0,168.0,219.5,55.0,1124.0
奉贤区,3-普通商圈（58/赶集）,121.53067902307228,30.833700191144114,海湾,10,80,412,140,69,101,6,243.0,63.0,227.0,47.5,233.0,237.0,238.0,1288.5
奉贤区,3-普通商圈（58/赶集）,121.51196855489826,30.991759008422846,金汇,120,11,2074,140,61,143,18,41.0,236.5,159.0,47.5,235.0,202.5,228.5,1150.0
奉贤区,3-普通商圈（58/赶集）,121.46749691818741,30.922795494066204,南桥,12,48,685,30,214,149,144,235.0,171.0,220.0,219.0,143.0,38.5,15.5,1042.0
奉贤区,3-普通商圈（58/赶集）,121.40353245112573,30.90702503752978,庄行,120,80,3806,140,65,144,4,41.0,63.0,119.5,47.5,234.0,192.5,239.0,936.5
虹口区,4-优质商圈,121.47626194647461,31.28411671209507,广中路,120,58,2023,97,230,145,142,41.0,154.0,165.5,143.5,124.5,178.0,42.5,849.0
奉贤区,3-普通商圈（58/赶集）,121.48037916556684,30.837015409371816,柘林,120,80,367,140,75,146,8,41.0,63.0,228.0,47.5,230.0,151.0,236.0,996.5
虹口区,2-普通商圈,121.49010845867782,31.254293672539305,海宁路,66,80,2023,140,280,144,141,121.0,63.0,165.5,47.5,39.0,192.5,55.0,683.5
虹口区,4-优质商圈,121.50329972333232,31.269613970376113,和平公园,120,54,1866,140,248,146,139,41.0,161.0,179.0,47.5,108.0,151.0,83.5,771.0
虹口区,4-优质商圈,121.48212868312083,31.298528272457524,凉城,120,38,2035,73,219,148,143,41.0,189.0,163.0,179.0,134.5,71.5,29.0,807.0
虹口区,4-优质商圈,121.4891110163756,31.273087626084223,鲁迅公园,120,66,2023,130,259,144,141,41.0,141.5,165.5,100.5,99.0,192.5,55.0,795.0
虹口区,4-优质商圈,121.48989478134824,31.263760238140712,四川北路,100,80,2023,140,280,150,141,87.0,63.0,165.5,47.5,39.0,11.5,55.0,468.5
虹口区,4-优质商圈,121.49791928918191,31.287570541028444,曲阳地区,120,80,2320,117,232,148,143,41.0,63.0,155.0,116.0,121.5,71.5,29.0,597.0
虹口区,4-优质商圈,121.50888083295975,31.284124236620226,四平路,120,80,1987,132,226,147,144,41.0,63.0,170.5,97.5,126.5,110.5,15.5,624.5
虹口区,1-待定商圈,121.50777484850657,31.276186885218692,大连,120,80,2396,140,243,146,143,41.0,63.0,152.0,47.5,113.0,151.0,29.0,596.5
虹口区,1-待定商圈,121.48736165178009,31.276684531886847,虹口足球场,120,64,1890,102,246,144,144,41.0,146.0,177.5,135.5,110.5,192.5,15.5,818.5
虹口区,1-待定商圈,121.48732178818204,31.264335590010585,东宝兴路,100,80,1890,140,280,148,141,87.0,63.0,177.5,47.5,39.0,71.5,55.0,540.5
虹口区,4-优质商圈,121.48577749055501,31.29377267205075,江湾,120,80,1914,106,221,150,142,41.0,63.0,176.0,131.5,131.5,11.5,42.5,597.0
虹口区,1-待定商圈,121.50151615172045,31.297021596393076,运光,120,80,987,106,221,148,139,41.0,63.0,215.0,131.5,131.5,71.5,83.5,737.0
虹口区,4-优质商圈,121.50309243475482,31.268886668888015,临平路,120,54,1987,138,251,145,138,41.0,161.0,170.5,95.0,106.0,178.0,100.0,851.5
徐汇区,2-普通商圈,121.44724418279303,31.21683665934197,丁香花园,120,80,7868,140,280,147,142,41.0,63.0,57.0,47.5,39.0,110.5,42.5,400.5
徐汇区,4-优质商圈,121.45364846190212,31.12363558166863,华泾,120,11,10911,140,114,147,126,41.0,236.5,32.0,47.5,217.0,110.5,195.5,880.0
徐汇区,4-优质商圈,121.46071773630348,31.201942012653312,枫林路,120,80,5051,140,280,149,136,41.0,63.0,86.5,47.5,39.0,38.5,130.0,445.5
徐汇区,4-优质商圈,121.45617790989061,31.18079190703069,龙华,65,80,13751,140,182,146,143,123.0,63.0,14.5,47.5,173.0,151.0,29.0,601.0
徐汇区,4-优质商圈,121.43755020179947,31.15214381934415,上海南站,100,31,14152,86,177,150,137,87.0,201.5,13.0,154.0,176.5,11.5,115.0,758.5
